userId	geneSymbol	geneName	entrezgene	gLink
AXL	AXL	AXL receptor tyrosine kinase	558	https://www.ncbi.nlm.nih.gov/gene/?term=558
RASSF1	RASSF1	Ras association domain family member 1	11186	https://www.ncbi.nlm.nih.gov/gene/?term=11186
SPHK1	SPHK1	sphingosine kinase 1	8877	https://www.ncbi.nlm.nih.gov/gene/?term=8877
ZNF445	ZNF445	zinc finger protein 445	353274	https://www.ncbi.nlm.nih.gov/gene/?term=353274
TIMM50	TIMM50	translocase of inner mitochondrial membrane 50	92609	https://www.ncbi.nlm.nih.gov/gene/?term=92609
UBE2F	UBE2F	ubiquitin conjugating enzyme E2 F (putative)	140739	https://www.ncbi.nlm.nih.gov/gene/?term=140739
TBCD	TBCD	tubulin folding cofactor D	6904	https://www.ncbi.nlm.nih.gov/gene/?term=6904
CD207	CD207	CD207 molecule	50489	https://www.ncbi.nlm.nih.gov/gene/?term=50489
HDAC1	HDAC1	histone deacetylase 1	3065	https://www.ncbi.nlm.nih.gov/gene/?term=3065
F2R	F2R	coagulation factor II thrombin receptor	2149	https://www.ncbi.nlm.nih.gov/gene/?term=2149
CXCL16	CXCL16	C-X-C motif chemokine ligand 16	58191	https://www.ncbi.nlm.nih.gov/gene/?term=58191
STX8	STX8	syntaxin 8	9482	https://www.ncbi.nlm.nih.gov/gene/?term=9482
KIRREL3	KIRREL3	kirre like nephrin family adhesion molecule 3	84623	https://www.ncbi.nlm.nih.gov/gene/?term=84623
LEFTY1	LEFTY1	left-right determination factor 1	10637	https://www.ncbi.nlm.nih.gov/gene/?term=10637
GPR65	GPR65	G protein-coupled receptor 65	8477	https://www.ncbi.nlm.nih.gov/gene/?term=8477
GRPEL2	GRPEL2	GrpE like 2, mitochondrial	134266	https://www.ncbi.nlm.nih.gov/gene/?term=134266
DIO1	DIO1	iodothyronine deiodinase 1	1733	https://www.ncbi.nlm.nih.gov/gene/?term=1733
LAMB3	LAMB3	laminin subunit beta 3	3914	https://www.ncbi.nlm.nih.gov/gene/?term=3914
NCOA7	NCOA7	nuclear receptor coactivator 7	135112	https://www.ncbi.nlm.nih.gov/gene/?term=135112
EPB41L3	EPB41L3	erythrocyte membrane protein band 4.1 like 3	23136	https://www.ncbi.nlm.nih.gov/gene/?term=23136
HERPUD1	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	9709	https://www.ncbi.nlm.nih.gov/gene/?term=9709
QPRT	QPRT	quinolinate phosphoribosyltransferase	23475	https://www.ncbi.nlm.nih.gov/gene/?term=23475
KIR2DS4	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4	3809	https://www.ncbi.nlm.nih.gov/gene/?term=3809
SUMF2	SUMF2	sulfatase modifying factor 2	25870	https://www.ncbi.nlm.nih.gov/gene/?term=25870
ZNF570	ZNF570	zinc finger protein 570	148268	https://www.ncbi.nlm.nih.gov/gene/?term=148268
LMNB1	LMNB1	lamin B1	4001	https://www.ncbi.nlm.nih.gov/gene/?term=4001
GALNT3	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3	2591	https://www.ncbi.nlm.nih.gov/gene/?term=2591
AKT3	AKT3	AKT serine/threonine kinase 3	10000	https://www.ncbi.nlm.nih.gov/gene/?term=10000
HLA-DRB5	HLA-DRB5	major histocompatibility complex, class II, DR beta 5	3127	https://www.ncbi.nlm.nih.gov/gene/?term=3127
SLC26A6	SLC26A6	solute carrier family 26 member 6	65010	https://www.ncbi.nlm.nih.gov/gene/?term=65010
SERPINB2	SERPINB2	serpin family B member 2	5055	https://www.ncbi.nlm.nih.gov/gene/?term=5055
ZBTB16	ZBTB16	zinc finger and BTB domain containing 16	7704	https://www.ncbi.nlm.nih.gov/gene/?term=7704
SOCS3	SOCS3	suppressor of cytokine signaling 3	9021	https://www.ncbi.nlm.nih.gov/gene/?term=9021
OXTR	OXTR	oxytocin receptor	5021	https://www.ncbi.nlm.nih.gov/gene/?term=5021
SDS	SDS	serine dehydratase	10993	https://www.ncbi.nlm.nih.gov/gene/?term=10993
SLC16A10	SLC16A10	solute carrier family 16 member 10	117247	https://www.ncbi.nlm.nih.gov/gene/?term=117247
HSPA9	HSPA9	heat shock protein family A (Hsp70) member 9	3313	https://www.ncbi.nlm.nih.gov/gene/?term=3313
WWP1	WWP1	WW domain containing E3 ubiquitin protein ligase 1	11059	https://www.ncbi.nlm.nih.gov/gene/?term=11059
MAPK7	MAPK7	mitogen-activated protein kinase 7	5598	https://www.ncbi.nlm.nih.gov/gene/?term=5598
RNASEH1	RNASEH1	ribonuclease H1	246243	https://www.ncbi.nlm.nih.gov/gene/?term=246243
TPP2	TPP2	tripeptidyl peptidase 2	7174	https://www.ncbi.nlm.nih.gov/gene/?term=7174
CD8A	CD8A	CD8a molecule	925	https://www.ncbi.nlm.nih.gov/gene/?term=925
DIABLO	DIABLO	diablo IAP-binding mitochondrial protein	56616	https://www.ncbi.nlm.nih.gov/gene/?term=56616
ESR1	ESR1	estrogen receptor 1	2099	https://www.ncbi.nlm.nih.gov/gene/?term=2099
SPTBN1	SPTBN1	spectrin beta, non-erythrocytic 1	6711	https://www.ncbi.nlm.nih.gov/gene/?term=6711
LSM4	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	25804	https://www.ncbi.nlm.nih.gov/gene/?term=25804
WNT7A	WNT7A	Wnt family member 7A	7476	https://www.ncbi.nlm.nih.gov/gene/?term=7476
NTN4	NTN4	netrin 4	59277	https://www.ncbi.nlm.nih.gov/gene/?term=59277
MAP2K1	MAP2K1	mitogen-activated protein kinase kinase 1	5604	https://www.ncbi.nlm.nih.gov/gene/?term=5604
RCHY1	RCHY1	ring finger and CHY zinc finger domain containing 1	25898	https://www.ncbi.nlm.nih.gov/gene/?term=25898
EXT2	EXT2	exostosin glycosyltransferase 2	2132	https://www.ncbi.nlm.nih.gov/gene/?term=2132
GAN	GAN	gigaxonin	8139	https://www.ncbi.nlm.nih.gov/gene/?term=8139
CTSG	CTSG	cathepsin G	1511	https://www.ncbi.nlm.nih.gov/gene/?term=1511
PYGB	PYGB	glycogen phosphorylase B	5834	https://www.ncbi.nlm.nih.gov/gene/?term=5834
B3GNT4	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	79369	https://www.ncbi.nlm.nih.gov/gene/?term=79369
ATP10D	ATP10D	ATPase phospholipid transporting 10D (putative)	57205	https://www.ncbi.nlm.nih.gov/gene/?term=57205
PLCD3	PLCD3	phospholipase C delta 3	113026	https://www.ncbi.nlm.nih.gov/gene/?term=113026
ABCG1	ABCG1	ATP binding cassette subfamily G member 1	9619	https://www.ncbi.nlm.nih.gov/gene/?term=9619
INHBE	INHBE	inhibin subunit beta E	83729	https://www.ncbi.nlm.nih.gov/gene/?term=83729
GLG1	GLG1	golgi glycoprotein 1	2734	https://www.ncbi.nlm.nih.gov/gene/?term=2734
RHOH	RHOH	ras homolog family member H	399	https://www.ncbi.nlm.nih.gov/gene/?term=399
APOA1	APOA1	apolipoprotein A1	335	https://www.ncbi.nlm.nih.gov/gene/?term=335
HNRNPA0	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0	10949	https://www.ncbi.nlm.nih.gov/gene/?term=10949
CD44	CD44	CD44 molecule (Indian blood group)	960	https://www.ncbi.nlm.nih.gov/gene/?term=960
SETD2	SETD2	SET domain containing 2, histone lysine methyltransferase	29072	https://www.ncbi.nlm.nih.gov/gene/?term=29072
REV3L	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	5980	https://www.ncbi.nlm.nih.gov/gene/?term=5980
KDELR3	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	11015	https://www.ncbi.nlm.nih.gov/gene/?term=11015
ABL2	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	27	https://www.ncbi.nlm.nih.gov/gene/?term=27
TUFM	TUFM	Tu translation elongation factor, mitochondrial	7284	https://www.ncbi.nlm.nih.gov/gene/?term=7284
P4HA2	P4HA2	prolyl 4-hydroxylase subunit alpha 2	8974	https://www.ncbi.nlm.nih.gov/gene/?term=8974
COL6A1	COL6A1	collagen type VI alpha 1 chain	1291	https://www.ncbi.nlm.nih.gov/gene/?term=1291
SNIP1	SNIP1	Smad nuclear interacting protein 1	79753	https://www.ncbi.nlm.nih.gov/gene/?term=79753
FAM13B	FAM13B	family with sequence similarity 13 member B	51306	https://www.ncbi.nlm.nih.gov/gene/?term=51306
DDX46	DDX46	DEAD-box helicase 46	9879	https://www.ncbi.nlm.nih.gov/gene/?term=9879
PEX11G	PEX11G	peroxisomal biogenesis factor 11 gamma	92960	https://www.ncbi.nlm.nih.gov/gene/?term=92960
KIR3DL2	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2	3812	https://www.ncbi.nlm.nih.gov/gene/?term=3812
CASP10	CASP10	caspase 10	843	https://www.ncbi.nlm.nih.gov/gene/?term=843
COQ2	COQ2	coenzyme Q2, polyprenyltransferase	27235	https://www.ncbi.nlm.nih.gov/gene/?term=27235
GTF2F1	GTF2F1	general transcription factor IIF subunit 1	2962	https://www.ncbi.nlm.nih.gov/gene/?term=2962
PEG10	PEG10	paternally expressed 10	23089	https://www.ncbi.nlm.nih.gov/gene/?term=23089
ENDOG	ENDOG	endonuclease G	2021	https://www.ncbi.nlm.nih.gov/gene/?term=2021
MRPL47	MRPL47	mitochondrial ribosomal protein L47	57129	https://www.ncbi.nlm.nih.gov/gene/?term=57129
ELF1	ELF1	E74 like ETS transcription factor 1	1997	https://www.ncbi.nlm.nih.gov/gene/?term=1997
FLNB	FLNB	filamin B	2317	https://www.ncbi.nlm.nih.gov/gene/?term=2317
LPIN1	LPIN1	lipin 1	23175	https://www.ncbi.nlm.nih.gov/gene/?term=23175
CACNB3	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3	784	https://www.ncbi.nlm.nih.gov/gene/?term=784
HNRNPA1	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	3178	https://www.ncbi.nlm.nih.gov/gene/?term=3178
RING1	RING1	ring finger protein 1	6015	https://www.ncbi.nlm.nih.gov/gene/?term=6015
ELANE	ELANE	elastase, neutrophil expressed	1991	https://www.ncbi.nlm.nih.gov/gene/?term=1991
SNAPC1	SNAPC1	small nuclear RNA activating complex polypeptide 1	6617	https://www.ncbi.nlm.nih.gov/gene/?term=6617
HAAO	HAAO	3-hydroxyanthranilate 3,4-dioxygenase	23498	https://www.ncbi.nlm.nih.gov/gene/?term=23498
MAPKAPK2	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	9261	https://www.ncbi.nlm.nih.gov/gene/?term=9261
CNOT1	CNOT1	CCR4-NOT transcription complex subunit 1	23019	https://www.ncbi.nlm.nih.gov/gene/?term=23019
PPP2R5A	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha	5525	https://www.ncbi.nlm.nih.gov/gene/?term=5525
TNFRSF8	TNFRSF8	TNF receptor superfamily member 8	943	https://www.ncbi.nlm.nih.gov/gene/?term=943
SNURF	SNURF	SNRPN upstream reading frame	8926	https://www.ncbi.nlm.nih.gov/gene/?term=8926
EIF4A2	EIF4A2	eukaryotic translation initiation factor 4A2	1974	https://www.ncbi.nlm.nih.gov/gene/?term=1974
PHB2	PHB2	prohibitin 2	11331	https://www.ncbi.nlm.nih.gov/gene/?term=11331
CXCR5	CXCR5	C-X-C motif chemokine receptor 5	643	https://www.ncbi.nlm.nih.gov/gene/?term=643
STK36	STK36	serine/threonine kinase 36	27148	https://www.ncbi.nlm.nih.gov/gene/?term=27148
CD55	CD55	CD55 molecule (Cromer blood group)	1604	https://www.ncbi.nlm.nih.gov/gene/?term=1604
EEF2K	EEF2K	NA	29904	https://www.ncbi.nlm.nih.gov/gene/?term=29904
CDC7	CDC7	cell division cycle 7	8317	https://www.ncbi.nlm.nih.gov/gene/?term=8317
ADORA2B	ADORA2B	adenosine A2b receptor	136	https://www.ncbi.nlm.nih.gov/gene/?term=136
COL6A2	COL6A2	collagen type VI alpha 2 chain	1292	https://www.ncbi.nlm.nih.gov/gene/?term=1292
HLA-DPA1	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	3113	https://www.ncbi.nlm.nih.gov/gene/?term=3113
PSMD11	PSMD11	proteasome 26S subunit, non-ATPase 11	5717	https://www.ncbi.nlm.nih.gov/gene/?term=5717
CREB3	CREB3	cAMP responsive element binding protein 3	10488	https://www.ncbi.nlm.nih.gov/gene/?term=10488
TLR3	TLR3	toll like receptor 3	7098	https://www.ncbi.nlm.nih.gov/gene/?term=7098
SOD1	SOD1	superoxide dismutase 1	6647	https://www.ncbi.nlm.nih.gov/gene/?term=6647
UBE2D4	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	51619	https://www.ncbi.nlm.nih.gov/gene/?term=51619
SLC35D2	SLC35D2	solute carrier family 35 member D2	11046	https://www.ncbi.nlm.nih.gov/gene/?term=11046
PPP2R5D	PPP2R5D	protein phosphatase 2 regulatory subunit B'delta	5528	https://www.ncbi.nlm.nih.gov/gene/?term=5528
CSNK1G2	CSNK1G2	casein kinase 1 gamma 2	1455	https://www.ncbi.nlm.nih.gov/gene/?term=1455
FPR3	FPR3	formyl peptide receptor 3	2359	https://www.ncbi.nlm.nih.gov/gene/?term=2359
IL2RB	IL2RB	interleukin 2 receptor subunit beta	3560	https://www.ncbi.nlm.nih.gov/gene/?term=3560
PLA2G4A	PLA2G4A	phospholipase A2 group IVA	5321	https://www.ncbi.nlm.nih.gov/gene/?term=5321
RPS6KB1	RPS6KB1	ribosomal protein S6 kinase B1	6198	https://www.ncbi.nlm.nih.gov/gene/?term=6198
SMARCD1	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	6602	https://www.ncbi.nlm.nih.gov/gene/?term=6602
RAB27A	RAB27A	RAB27A, member RAS oncogene family	5873	https://www.ncbi.nlm.nih.gov/gene/?term=5873
HACL1	HACL1	2-hydroxyacyl-CoA lyase 1	26061	https://www.ncbi.nlm.nih.gov/gene/?term=26061
MSH6	MSH6	mutS homolog 6	2956	https://www.ncbi.nlm.nih.gov/gene/?term=2956
GLYCTK	GLYCTK	glycerate kinase	132158	https://www.ncbi.nlm.nih.gov/gene/?term=132158
CRY1	CRY1	cryptochrome circadian regulator 1	1407	https://www.ncbi.nlm.nih.gov/gene/?term=1407
RUNX1	RUNX1	runt related transcription factor 1	861	https://www.ncbi.nlm.nih.gov/gene/?term=861
SDC2	SDC2	syndecan 2	6383	https://www.ncbi.nlm.nih.gov/gene/?term=6383
SPTAN1	SPTAN1	spectrin alpha, non-erythrocytic 1	6709	https://www.ncbi.nlm.nih.gov/gene/?term=6709
PPIL3	PPIL3	peptidylprolyl isomerase like 3	53938	https://www.ncbi.nlm.nih.gov/gene/?term=53938
EIF4B	EIF4B	eukaryotic translation initiation factor 4B	1975	https://www.ncbi.nlm.nih.gov/gene/?term=1975
CCL3	CCL3	C-C motif chemokine ligand 3	6348	https://www.ncbi.nlm.nih.gov/gene/?term=6348
SREBF1	SREBF1	sterol regulatory element binding transcription factor 1	6720	https://www.ncbi.nlm.nih.gov/gene/?term=6720
NAP1L1	NAP1L1	nucleosome assembly protein 1 like 1	4673	https://www.ncbi.nlm.nih.gov/gene/?term=4673
SNAI1	SNAI1	snail family transcriptional repressor 1	6615	https://www.ncbi.nlm.nih.gov/gene/?term=6615
PTDSS1	PTDSS1	phosphatidylserine synthase 1	9791	https://www.ncbi.nlm.nih.gov/gene/?term=9791
JUNB	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit	3726	https://www.ncbi.nlm.nih.gov/gene/?term=3726
GCNT4	GCNT4	glucosaminyl (N-acetyl) transferase 4	51301	https://www.ncbi.nlm.nih.gov/gene/?term=51301
STK4	STK4	serine/threonine kinase 4	6789	https://www.ncbi.nlm.nih.gov/gene/?term=6789
RPL36AL	RPL36AL	ribosomal protein L36a like	6166	https://www.ncbi.nlm.nih.gov/gene/?term=6166
POLB	POLB	DNA polymerase beta	5423	https://www.ncbi.nlm.nih.gov/gene/?term=5423
CDO1	CDO1	cysteine dioxygenase type 1	1036	https://www.ncbi.nlm.nih.gov/gene/?term=1036
CHIT1	CHIT1	chitinase 1	1118	https://www.ncbi.nlm.nih.gov/gene/?term=1118
LMOD1	LMOD1	leiomodin 1	25802	https://www.ncbi.nlm.nih.gov/gene/?term=25802
SF3A1	SF3A1	splicing factor 3a subunit 1	10291	https://www.ncbi.nlm.nih.gov/gene/?term=10291
SNRPA1	SNRPA1	small nuclear ribonucleoprotein polypeptide A'	6627	https://www.ncbi.nlm.nih.gov/gene/?term=6627
ETNK2	ETNK2	ethanolamine kinase 2	55224	https://www.ncbi.nlm.nih.gov/gene/?term=55224
DUSP8	DUSP8	dual specificity phosphatase 8	1850	https://www.ncbi.nlm.nih.gov/gene/?term=1850
PELP1	PELP1	proline, glutamate and leucine rich protein 1	27043	https://www.ncbi.nlm.nih.gov/gene/?term=27043
HBEGF	HBEGF	heparin binding EGF like growth factor	1839	https://www.ncbi.nlm.nih.gov/gene/?term=1839
AHCY	AHCY	adenosylhomocysteinase	191	https://www.ncbi.nlm.nih.gov/gene/?term=191
PARK7	PARK7	Parkinsonism associated deglycase	11315	https://www.ncbi.nlm.nih.gov/gene/?term=11315
RELA	RELA	RELA proto-oncogene, NF-kB subunit	5970	https://www.ncbi.nlm.nih.gov/gene/?term=5970
SUPT5H	SUPT5H	SPT5 homolog, DSIF elongation factor subunit	6829	https://www.ncbi.nlm.nih.gov/gene/?term=6829
CDC26	CDC26	cell division cycle 26	246184	https://www.ncbi.nlm.nih.gov/gene/?term=246184
PPP2R2D	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta	55844	https://www.ncbi.nlm.nih.gov/gene/?term=55844
OXT	OXT	oxytocin/neurophysin I prepropeptide	5020	https://www.ncbi.nlm.nih.gov/gene/?term=5020
NNT	NNT	nicotinamide nucleotide transhydrogenase	23530	https://www.ncbi.nlm.nih.gov/gene/?term=23530
PRKCSH	PRKCSH	protein kinase C substrate 80K-H	5589	https://www.ncbi.nlm.nih.gov/gene/?term=5589
ALDH7A1	ALDH7A1	aldehyde dehydrogenase 7 family member A1	501	https://www.ncbi.nlm.nih.gov/gene/?term=501
STAB2	STAB2	stabilin 2	55576	https://www.ncbi.nlm.nih.gov/gene/?term=55576
MPO	MPO	myeloperoxidase	4353	https://www.ncbi.nlm.nih.gov/gene/?term=4353
KIF2A	KIF2A	kinesin family member 2A	3796	https://www.ncbi.nlm.nih.gov/gene/?term=3796
CALM1	CALM1	calmodulin 1	801	https://www.ncbi.nlm.nih.gov/gene/?term=801
SLC27A4	SLC27A4	solute carrier family 27 member 4	10999	https://www.ncbi.nlm.nih.gov/gene/?term=10999
YWHAZ	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	7534	https://www.ncbi.nlm.nih.gov/gene/?term=7534
INPP5A	INPP5A	inositol polyphosphate-5-phosphatase A	3632	https://www.ncbi.nlm.nih.gov/gene/?term=3632
IDH2	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	3418	https://www.ncbi.nlm.nih.gov/gene/?term=3418
ZNF266	ZNF266	zinc finger protein 266	10781	https://www.ncbi.nlm.nih.gov/gene/?term=10781
MED10	MED10	mediator complex subunit 10	84246	https://www.ncbi.nlm.nih.gov/gene/?term=84246
CBX4	CBX4	chromobox 4	8535	https://www.ncbi.nlm.nih.gov/gene/?term=8535
DEPDC7	DEPDC7	DEP domain containing 7	91614	https://www.ncbi.nlm.nih.gov/gene/?term=91614
FLT4	FLT4	fms related tyrosine kinase 4	2324	https://www.ncbi.nlm.nih.gov/gene/?term=2324
RBBP8	RBBP8	RB binding protein 8, endonuclease	5932	https://www.ncbi.nlm.nih.gov/gene/?term=5932
PIK3CG	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	5294	https://www.ncbi.nlm.nih.gov/gene/?term=5294
SH2D1B	SH2D1B	SH2 domain containing 1B	117157	https://www.ncbi.nlm.nih.gov/gene/?term=117157
SRGN	SRGN	serglycin	5552	https://www.ncbi.nlm.nih.gov/gene/?term=5552
GPT	GPT	glutamic--pyruvic transaminase	2875	https://www.ncbi.nlm.nih.gov/gene/?term=2875
PGAM1	PGAM1	phosphoglycerate mutase 1	5223	https://www.ncbi.nlm.nih.gov/gene/?term=5223
HLA-DMA	HLA-DMA	major histocompatibility complex, class II, DM alpha	3108	https://www.ncbi.nlm.nih.gov/gene/?term=3108
CYLD	CYLD	CYLD lysine 63 deubiquitinase	1540	https://www.ncbi.nlm.nih.gov/gene/?term=1540
VDAC2	VDAC2	voltage dependent anion channel 2	7417	https://www.ncbi.nlm.nih.gov/gene/?term=7417
SMAD3	SMAD3	SMAD family member 3	4088	https://www.ncbi.nlm.nih.gov/gene/?term=4088
ARAP2	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	116984	https://www.ncbi.nlm.nih.gov/gene/?term=116984
RPS23	RPS23	ribosomal protein S23	6228	https://www.ncbi.nlm.nih.gov/gene/?term=6228
POLR2J2	POLR2J2	RNA polymerase II subunit J2	246721	https://www.ncbi.nlm.nih.gov/gene/?term=246721
ZNF611	ZNF611	zinc finger protein 611	81856	https://www.ncbi.nlm.nih.gov/gene/?term=81856
BIRC3	BIRC3	baculoviral IAP repeat containing 3	330	https://www.ncbi.nlm.nih.gov/gene/?term=330
RAB4A	RAB4A	RAB4A, member RAS oncogene family	5867	https://www.ncbi.nlm.nih.gov/gene/?term=5867
FZD3	FZD3	frizzled class receptor 3	7976	https://www.ncbi.nlm.nih.gov/gene/?term=7976
HLA-E	HLA-E	major histocompatibility complex, class I, E	3133	https://www.ncbi.nlm.nih.gov/gene/?term=3133
NFKB2	NFKB2	nuclear factor kappa B subunit 2	4791	https://www.ncbi.nlm.nih.gov/gene/?term=4791
NPC1	NPC1	NPC intracellular cholesterol transporter 1	4864	https://www.ncbi.nlm.nih.gov/gene/?term=4864
THOC1	THOC1	THO complex 1	9984	https://www.ncbi.nlm.nih.gov/gene/?term=9984
PTMA	PTMA	prothymosin alpha	5757	https://www.ncbi.nlm.nih.gov/gene/?term=5757
PPIE	PPIE	peptidylprolyl isomerase E	10450	https://www.ncbi.nlm.nih.gov/gene/?term=10450
E2F6	E2F6	E2F transcription factor 6	1876	https://www.ncbi.nlm.nih.gov/gene/?term=1876
STAG3	STAG3	stromal antigen 3	10734	https://www.ncbi.nlm.nih.gov/gene/?term=10734
TREX1	TREX1	three prime repair exonuclease 1	11277	https://www.ncbi.nlm.nih.gov/gene/?term=11277
CAPN2	CAPN2	calpain 2	824	https://www.ncbi.nlm.nih.gov/gene/?term=824
SDC3	SDC3	syndecan 3	9672	https://www.ncbi.nlm.nih.gov/gene/?term=9672
BNIP1	BNIP1	BCL2 interacting protein 1	662	https://www.ncbi.nlm.nih.gov/gene/?term=662
FBXO27	FBXO27	F-box protein 27	126433	https://www.ncbi.nlm.nih.gov/gene/?term=126433
PLCB1	PLCB1	phospholipase C beta 1	23236	https://www.ncbi.nlm.nih.gov/gene/?term=23236
BRAF	BRAF	B-Raf proto-oncogene, serine/threonine kinase	673	https://www.ncbi.nlm.nih.gov/gene/?term=673
CD72	CD72	CD72 molecule	971	https://www.ncbi.nlm.nih.gov/gene/?term=971
DDX54	DDX54	DEAD-box helicase 54	79039	https://www.ncbi.nlm.nih.gov/gene/?term=79039
EIF2AK3	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	9451	https://www.ncbi.nlm.nih.gov/gene/?term=9451
STX17	STX17	syntaxin 17	55014	https://www.ncbi.nlm.nih.gov/gene/?term=55014
MAP3K4	MAP3K4	mitogen-activated protein kinase kinase kinase 4	4216	https://www.ncbi.nlm.nih.gov/gene/?term=4216
ERCC5	ERCC5	ERCC excision repair 5, endonuclease	2073	https://www.ncbi.nlm.nih.gov/gene/?term=2073
UNG	UNG	uracil DNA glycosylase	7374	https://www.ncbi.nlm.nih.gov/gene/?term=7374
SETD1B	SETD1B	SET domain containing 1B, histone lysine methyltransferase	23067	https://www.ncbi.nlm.nih.gov/gene/?term=23067
IMPDH2	IMPDH2	inosine monophosphate dehydrogenase 2	3615	https://www.ncbi.nlm.nih.gov/gene/?term=3615
ENTPD4	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	9583	https://www.ncbi.nlm.nih.gov/gene/?term=9583
RPA3	RPA3	replication protein A3	6119	https://www.ncbi.nlm.nih.gov/gene/?term=6119
SLA	SLA	Src like adaptor	6503	https://www.ncbi.nlm.nih.gov/gene/?term=6503
QDPR	QDPR	quinoid dihydropteridine reductase	5860	https://www.ncbi.nlm.nih.gov/gene/?term=5860
SNX5	SNX5	sorting nexin 5	27131	https://www.ncbi.nlm.nih.gov/gene/?term=27131
UTS2	UTS2	urotensin 2	10911	https://www.ncbi.nlm.nih.gov/gene/?term=10911
HPD	HPD	4-hydroxyphenylpyruvate dioxygenase	3242	https://www.ncbi.nlm.nih.gov/gene/?term=3242
EXOSC6	EXOSC6	exosome component 6	118460	https://www.ncbi.nlm.nih.gov/gene/?term=118460
HLA-A	HLA-A	major histocompatibility complex, class I, A	3105	https://www.ncbi.nlm.nih.gov/gene/?term=3105
EIF3A	EIF3A	eukaryotic translation initiation factor 3 subunit A	8661	https://www.ncbi.nlm.nih.gov/gene/?term=8661
ITGB1	ITGB1	integrin subunit beta 1	3688	https://www.ncbi.nlm.nih.gov/gene/?term=3688
GNA11	GNA11	G protein subunit alpha 11	2767	https://www.ncbi.nlm.nih.gov/gene/?term=2767
ZNF500	ZNF500	zinc finger protein 500	26048	https://www.ncbi.nlm.nih.gov/gene/?term=26048
DVL1	DVL1	dishevelled segment polarity protein 1	1855	https://www.ncbi.nlm.nih.gov/gene/?term=1855
MRPL49	MRPL49	mitochondrial ribosomal protein L49	740	https://www.ncbi.nlm.nih.gov/gene/?term=740
SULT1A2	SULT1A2	sulfotransferase family 1A member 2	6799	https://www.ncbi.nlm.nih.gov/gene/?term=6799
